170801, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 1.842214, 0.072842, 0.079880, -0.677230, 0.727786, 0.115661, -0.956437, -0.933809, 2, 0, 3
170809, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 2.203360, 0.124121, 0.114120, -0.700716, 0.693230, 0.122639, -0.535658, -1.186431, 2, 0, 2
170901, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 1.847261, -0.181878, 0.384330, -0.676170, 0.601669, -1.130422, -0.553312, -0.268596, 2, 0, 3
170906, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 1.807174, -0.202086, 0.376427, -0.660510, 0.617407, -1.137891, -0.733578, -0.303022, 2, 0, 3
170910, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 1.752948, -0.176485, 0.356919, -0.664471, 0.632408, -1.130382, -0.955962, -0.319011, 2, 0, 4
170917, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 2.050520, -0.181612, 0.389631, -0.676222, 0.598271, -1.298670, -0.535857, -0.401907, 2, 0, 4
170923, 0.000000, 0.007837, 0.000000, 0.999969, 0.102894, -1.322086, 0.871708, 1.948906, -0.192183, 0.392517, -0.661223, 0.609738, -1.285324, -0.770317, -0.380279, 2, 0, 3
171623, 0.005586, -0.042428, -0.130407, 0.990537, -0.095875, -1.149040, 0.833163, 1.439697, 0.382834, -0.271551, -0.562014, 0.681057, 1.052469, -0.928539, -0.006727, 2, 0, 2
171631, 0.005586, -0.042428, -0.130407, 0.990537, -0.095875, -1.149040, 0.833163, 1.784541, 0.383369, -0.224148, -0.602098, 0.663524, 1.263982, -0.462114, -0.096090, 2, 0, 3
171635, 0.005586, -0.042428, -0.130407, 0.990537, -0.095875, -1.149040, 0.833163, 1.723235, 0.408180, -0.291903, -0.573287, 0.647707, 1.272360, -0.687313, -0.107199, 2, 0, 3
